request_id,user_text,age,age_bucket,gender,region,background_tag,occasion_tag,target_accord_id_primary,target_accord_id_secondary,target_perfume_id_reference,user_rating_1_5,accepted_flag,is_augmented,desc_fresh,desc_clean,desc_dark,desc_woody,desc_amber,desc_smoky,desc_spicy,desc_floral,desc_citrus,desc_green,desc_musky,desc_aquatic,desc_powdery,desc_sweet,desc_leather,desc_mineral,desc_ozonic,desc_aromatic,desc_herbal,desc_aldehydic,desc_soapy,desc_crisp,desc_airy,desc_creamy,desc_resinous,desc_incense,desc_tobacco,desc_vanillic,desc_gourmand,desc_fruity,desc_earthy,desc_mossy,desc_chypre,desc_fougere,desc_balsamic,desc_dry,desc_warm,desc_cool,desc_cozy,desc_sexy,desc_elegant,desc_minimal,desc_luxury,desc_sporty,desc_sparkling,desc_salty,desc_marine,desc_metallic,desc_smoky_woods,desc_warm_spicy,desc_fresh_spicy,desc_woody_spicy,desc_amber_woody,desc_amber_spicy,desc_citrus_aromatic,desc_white_floral,desc_rose,desc_jasmine,desc_iris,desc_violet,desc_lavender,desc_piney,desc_cedary,desc_sandalwood,desc_vetiver,desc_patchouli,desc_oudy,desc_animalic,desc_clean_musk,desc_dirty_musk,desc_tea,desc_coffee,desc_chocolate,desc_nutty,desc_almond,desc_coconut,desc_fig,desc_berry,desc_apple,desc_pear,desc_tropical,desc_peppery,desc_cinnamon,desc_clove,desc_cardamom,desc_ginger,desc_minty,desc_cologne,desc_barbershop,desc_petrichor,desc_rainy,desc_forest,desc_mountain,desc_sunny,desc_night,desc_party,desc_formal,desc_casual,avoid_aldehydic,avoid_citrus,avoid_leather,avoid_musk,avoid_oud,avoid_patchouli,avoid_powdery,avoid_rose,avoid_smoky,avoid_sweet,avoid_vanilla,n_descriptors,n_avoids
REQ-01777,I want something that feels woody and citrus. Keep it not powdery. (I'm 17),17,13-17,NB,Other,prefers_clean,gym,ACC-0296,ACC-0155,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
REQ-01778,I'm 49. I want something that feels dark and spicy. Background: prefers_natural. Prefer citrus in the drydown.,49,45+,F,EU,prefers_natural,winter_evening,ACC-0193,ACC-0055,,,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
REQ-01779,I want a perfume for winter_evening. (I'm 33),33,25-34,M,NorthAfrica,headache_prone,winter_evening,ACC-0253,ACC-0164,P000192,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
REQ-01780,"Give me a scent that screams amber but stays ozonic. If it’s vanilla, I’m out. (I'm 48)",48,45+,PNS,US,sensitive_to_sweet,formal,ACC-0167,,P000095,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1
REQ-01781,Turning 44 soon. I’m after sweet/citrus vibes—nothing basic. Prefer musky in the drydown.,44,35-44,NB,NorthAfrica,prefers_natural,summer_day,ACC-0082,,,2.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
REQ-01782,Turning 33 soon. Can you do spicy with a twist of spicy?,33,25-34,F,EastAsia,headache_prone,date_night,ACC-0156,ACC-0197,P000205,,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
REQ-01783,Can you do floral with a twist of musky? (I'm 19),19,18-24,F,EU,nightlife,office,ACC-0130,,P000113,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
REQ-01784,"Can you do citrus with a twist of floral? If it’s leather, I’m out.",24,18-24,F,Other,headache_prone,office,ACC-0130,,P000119,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
REQ-01785,"At 42, I want Need a signature for summer_day. If it’s citrus, I’m out.",42,35-44,M,US,wants_unique,summer_day,ACC-0209,ACC-0155,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
REQ-01786,Turning 36 soon. I’m after powdery/clean vibes—nothing basic. Keep it long-lasting.,36,35-44,PNS,UAE,wants_unique,casual,ACC-0174,,P000359,5.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
REQ-01787,I want a perfume for winter_evening. I’m from EastAsia.,54,45+,F,EastAsia,any,winter_evening,ACC-0128,,P000399,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
REQ-01788,Age 42. I want a perfume for gym. Prefer green in the drydown. Avoid smoky completely.,42,35-44,PNS,Other,sensitive_to_sweet,gym,ACC-0207,ACC-0194,P000202,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
REQ-01789,Give me a scent that screams floral but stays spicy. Background: nightlife.,17,13-17,F,EastAsia,nightlife,wedding,ACC-0090,ACC-0127,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
REQ-01790,"I'm 47 and Build me something around wet stone and fog. Keep it not powdery. If it’s oud, I’m out.",47,45+,PNS,UK,likes_oud,office,ACC-0131,,P000433,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
REQ-01791,51 here. I want something that feels smoky and citrus. Background: prefers_clean. Background: prefers_clean.,51,45+,F,SouthAsia,prefers_clean,night_out,ACC-0075,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2
REQ-01792,Make it remind me of fresh cut grass. Background: likes_oud.,31,25-34,NB,LatAm,likes_oud,winter_evening,ACC-0286,ACC-0233,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
REQ-01793,"I'm 55 and I’m after amber/fresh vibes—nothing basic. If it’s oud, I’m out.",55,45+,PNS,EU,headache_prone,wedding,ACC-0186,,P000302,,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2
REQ-01794,Age 44. Can you do smoky with a twist of powdery? Prefer aquatic in the drydown. Please: no leather vibe. not powdery.,44,35-44,F,Other,prefers_clean,wedding,ACC-0227,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
REQ-01795,41yo and Looking for something that fits office. Please: needs strong projection. Prefer ozonic in the drydown.,41,35-44,PNS,EU,prefers_natural,office,ACC-0144,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
REQ-01796,I want a perfume for night_out. (I'm 25),25,25-34,M,Other,any,night_out,ACC-0139,,P000331,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1
REQ-01797,55yo and Can you do amber with a twist of dark? I’m from SouthAsia.,55,45+,PNS,SouthAsia,any,formal,ACC-0148,,P000078,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
REQ-01798,23yo and Looking for something that fits office. I hate patchouli.,23,18-24,M,LatAm,sensitive_to_sweet,office,ACC-0285,,P000233,2.0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
REQ-01799,Build me something around smoke from a fireplace. Keep it I get headaches from heavy musk.,29,25-34,PNS,NorthAfrica,wants_unique,wedding,ACC-0008,ACC-0022,P000043,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1
REQ-01800,Turning 24 soon. I’m after mineral/spicy vibes—nothing basic. Please: no vanilla.,24,18-24,F,Other,any,winter_evening,ACC-0102,ACC-0213,,3.0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
REQ-01801,Age 53. Give me a scent that screams dark but stays musky. Prefer spicy in the drydown. I hate sweet. Prefer spicy in the drydown.,53,45+,PNS,Other,prefers_clean,gym,ACC-0237,ACC-0194,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
REQ-01802,I'm 30 and I’m after clean/ozonic vibes—nothing basic. I’m from UAE. long-lasting.,30,25-34,NB,UAE,wants_unique,night_out,ACC-0112,ACC-0149,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
REQ-01803,23yo and I want a perfume for night_out.,23,18-24,NB,UAE,any,night_out,ACC-0289,ACC-0096,P000287,,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
REQ-01804,45yo and Give me a scent that screams aquatic but stays musky. Prefer ozonic in the drydown.,45,45+,NB,US,any,everyday,ACC-0170,,,4.0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
REQ-01805,I want a perfume for wedding. Background: headache_prone. (I'm 29),29,25-34,F,Other,headache_prone,wedding,ACC-0289,,P000181,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2
REQ-01806,39 here. I want something that feels citrus and ozonic. Prefer floral in the drydown. Please: not powdery.,39,35-44,NB,EastAsia,any,winter_evening,ACC-0022,ACC-0288,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
REQ-01807,I'm 26 and Need a signature for gym. I hate leather.,26,25-34,M,UK,likes_oud,gym,ACC-0068,,P000123,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
REQ-01808,"Age 41. I’m after spicy/powdery vibes—nothing basic. If it’s patchouli, I’m out.",41,35-44,NB,EU,minimalist,gym,ACC-0153,,P000432,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2
REQ-01809,I'm 27 and I want something that feels fresh and floral. not powdery.,27,25-34,NB,EastAsia,prefers_natural,gym,ACC-0166,ACC-0212,,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2
REQ-01810,Turning 18 soon. Give me a scent that screams spicy but stays fresh. I’m from UK.,18,18-24,PNS,UK,likes_oud,everyday,ACC-0151,,,,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1
REQ-01811,Age 20. Can you do smoky with a twist of citrus? Avoid vanilla completely. I’m from US. I’m from US.,20,18-24,F,US,sensitive_to_sweet,gym,ACC-0187,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2
REQ-01812,Make it remind me of mint tea on a sunny terrace. Keep it long-lasting. (I'm 29),29,25-34,PNS,EU,minimalist,formal,ACC-0007,,P000240,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
REQ-01813,44yo and Give me a scent that screams woody but stays musky.,44,35-44,PNS,Other,headache_prone,winter_evening,ACC-0075,ACC-0233,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
REQ-01814,I'm 41. Looking for something that fits summer_day. I hate patchouli. I’m from Other.,41,35-44,F,Other,any,summer_day,ACC-0229,ACC-0153,P000258,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1
REQ-01815,"Turning 41 soon. Give me a scent that screams floral but stays fresh. I’m from SouthAsia. Background: minimalist. If it’s patchouli, I’m out.",41,35-44,NB,SouthAsia,minimalist,summer_day,ACC-0295,,,,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2
REQ-01816,I’m after floral/green vibes—nothing basic.,38,35-44,NB,UAE,headache_prone,gym,ACC-0244,ACC-0209,P000425,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1
REQ-01817,I want something that feels dark and amber. Please: keep it subtle.,25,25-34,NB,EU,prefers_clean,gym,ACC-0161,,P000176,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
REQ-01818,Age 53. Need a signature for everyday. office-safe. keep it subtle.,53,45+,PNS,EastAsia,headache_prone,everyday,ACC-0166,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2
REQ-01819,Build me something around a clean hotel lobby. Avoid patchouli completely. (I'm 34),34,25-34,NB,EastAsia,any,date_night,ACC-0172,,,,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
